日付,code,name,market,33業種コード,sector,17業種コード,17業種区分,規模コード,規模区分,ticker
20260831,1301,極洋,プライム（内国株式）,50,水産・農林業,1,食品,6,TOPIX Small 1,1301.T
20260831,1332,ニッスイ,プライム（内国株式）,50,水産・農林業,1,食品,4,TOPIX Mid400,1332.T
20260831,1333,Ｕｍｉｏｓ,プライム（内国株式）,50,水産・農林業,1,食品,4,TOPIX Mid400,1333.T
20260831,1375,ユキグニファクトリー,プライム（内国株式）,50,水産・農林業,1,食品,7,TOPIX Small 2,1375.T
20260831,1376,カネコ種苗,スタンダード（内国株式）,50,水産・農林業,1,食品,7,TOPIX Small 2,1376.T
20260831,1377,サカタのタネ,プライム（内国株式）,50,水産・農林業,1,食品,6,TOPIX Small 1,1377.T
20260831,1379,ホクト,プライム（内国株式）,50,水産・農林業,1,食品,7,TOPIX Small 2,1379.T
20260831,1380,秋川牧園,スタンダード（内国株式）,50,水産・農林業,1,食品,-,-,1380.T
20260831,1381,アクシーズ,スタンダード（内国株式）,50,水産・農林業,1,食品,-,-,1381.T
20260831,1382,ホーブ,スタンダード（内国株式）,50,水産・農林業,1,食品,-,-,1382.T
20260831,1383,ベルグアース,スタンダード（内国株式）,50,水産・農林業,1,食品,-,-,1383.T
20260831,1384,ホクリヨウ,スタンダード（内国株式）,50,水産・農林業,1,食品,-,-,1384.T
20260831,1401,エムビーエス,グロース（内国株式）,2050,建設業,3,建設・資材,-,-,1401.T
20260831,1407,ウエストホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1407.T
20260831,1414,ショーボンドホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1414.T
20260831,1417,ミライト・ワン,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1417.T
20260831,1418,インターライフホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1418.T
20260831,1419,タマホーム,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1419.T
20260831,1420,サンヨーホームズ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1420.T
20260831,1429,日本アクア,プライム（内国株式）,2050,建設業,3,建設・資材,-,-,1429.T
20260831,1430,ファーストコーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1430.T
20260831,1431,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,2050,建設業,3,建設・資材,-,-,1431.T
20260831,1432,動力,PRO Market,2050,建設業,3,建設・資材,-,-,1432.T
20260831,1433,ベステラ,プライム（内国株式）,2050,建設業,3,建設・資材,-,-,1433.T
20260831,1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1434.T
20260831,1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2,1435.T
20260831,1436,グリーンエナジー＆カンパニー,グロース（内国株式）,2050,建設業,3,建設・資材,-,-,1436.T
20260831,1438,岐阜造園,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1438.T
20260831,1443,技研ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1443.T
20260831,1444,ニッソウ,グロース（内国株式）,2050,建設業,3,建設・資材,-,-,1444.T
20260831,1445,ひかりホールディングス,PRO Market,2050,建設業,3,建設・資材,-,-,1445.T
20260831,1446,キャンディル,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1446.T
20260831,1447,ＳＡＡＦホールディングス,グロース（内国株式）,2050,建設業,3,建設・資材,-,-,1447.T
20260831,1450,ＴＡＮＡＫＥＮ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1450.T
20260831,1452,横浜ライト工業,PRO Market,2050,建設業,3,建設・資材,-,-,1452.T
20260831,1491,中外鉱業,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄,-,-,1491.T
20260831,1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,2,エネルギー資源,7,TOPIX Small 2,1514.T
20260831,1515,日鉄鉱業,プライム（内国株式）,1050,鉱業,2,エネルギー資源,6,TOPIX Small 1,1515.T
20260831,1518,三井松島ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1,1518.T
20260831,1605,ＩＮＰＥＸ,プライム（内国株式）,1050,鉱業,2,エネルギー資源,4,TOPIX Mid400,1605.T
20260831,1662,石油資源開発,プライム（内国株式）,1050,鉱業,2,エネルギー資源,6,TOPIX Small 1,1662.T
20260831,1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,1050,鉱業,2,エネルギー資源,6,TOPIX Small 1,1663.T
20260831,1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1711.T
20260831,1716,第一カッター興業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1716.T
20260831,1717,明豊ファシリティワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,1717.T
20260831,1718,美樹工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1718.T
20260831,1719,安藤・間,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1719.T
20260831,1720,東急建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1720.T
20260831,1721,コムシスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1721.T
20260831,1723,日本電技,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1723.T
20260831,1724,シンクレイヤ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1724.T
20260831,1736,オーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1736.T
20260831,1758,太洋基礎工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1758.T
20260831,1762,高松コンストラクショングループ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1762.T
20260831,1764,工藤建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1764.T
20260831,1766,東建コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1766.T
20260831,1768,ソネック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1768.T
20260831,1770,藤田エンジニアリング,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1770.T
20260831,1773,ワイ・ティー・エル・コーポレーション・バーハッド,プライム（外国株式）,2050,建設業,3,建設・資材,-,-,1773.T
20260831,1780,ヤマウラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1780.T
20260831,1783,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-,1783.T
20260831,1786,オリエンタル白石,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1786.T
20260831,1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1787.T
20260831,1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1788.T
20260831,1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1793.T
20260831,1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1795.T
20260831,1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1798.T
20260831,1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1799.T
20260831,1801,大成建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1801.T
20260831,1802,大林組,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1802.T
20260831,1803,清水建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1803.T
20260831,1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1807.T
20260831,1808,長谷工コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1808.T
20260831,1810,松井建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1810.T
20260831,1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1811.T
20260831,1812,鹿島建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1812.T
20260831,1813,不動テトラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1813.T
20260831,1814,大末建設,プライム（内国株式）,2050,建設業,3,建設・資材,-,-,1814.T
20260831,1815,鉄建建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1815.T
20260831,1820,西松建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1820.T
20260831,1822,大豊建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1822.T
20260831,1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1826.T
20260831,1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1827.T
20260831,1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1828.T
20260831,1833,奥村組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1833.T
20260831,1835,東鉄工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1835.T
20260831,1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1840.T
20260831,1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1844.T
20260831,1847,イチケン,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1847.T
20260831,1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1848.T
20260831,1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1850.T
20260831,1852,淺沼組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1852.T
20260831,1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1853.T
20260831,1860,戸田建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1860.T
20260831,1861,熊谷組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1861.T
20260831,1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1866.T
20260831,1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1867.T
20260831,1870,矢作建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1870.T
20260831,1871,ピーエス・コンストラクション,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1871.T
20260831,1873,日本ハウスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1873.T
20260831,1878,大東建託,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400,1878.T
20260831,1879,新日本建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1879.T
20260831,1882,東亜道路工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1882.T
20260831,1885,東亜建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1885.T
20260831,1887,日本国土開発,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1887.T
20260831,1888,若築建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1888.T
20260831,1893,五洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1893.T
20260831,1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1897.T
20260831,1898,世紀東急工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1898.T
20260831,1899,福田組,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1899.T
20260831,1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1904.T
20260831,1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1905.T
20260831,1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械,-,-,1909.T
20260831,1911,住友林業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1911.T
20260831,1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1914.T
20260831,1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1921.T
20260831,1925,大和ハウス工業,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70,1925.T
20260831,1926,ライト工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1926.T
20260831,1928,積水ハウス,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70,1928.T
20260831,1929,日特建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1929.T
20260831,1930,北陸電気工事,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1930.T
20260831,1934,ユアテック,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1934.T
20260831,1938,日本リーテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1938.T
20260831,1939,四電工,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1939.T
20260831,1941,中電工,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1941.T
20260831,1942,関電工,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1942.T
20260831,1944,きんでん,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1944.T
20260831,1945,東京エネシス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1945.T
20260831,1946,トーエネック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1946.T
20260831,1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1948.T
20260831,1950,日本電設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1950.T
20260831,1951,エクシオグループ,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1951.T
20260831,1952,新日本空調,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1952.T
20260831,1959,クラフティア,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1959.T
20260831,1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1960.T
20260831,1961,三機工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1961.T
20260831,1963,日揮ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1963.T
20260831,1964,中外炉工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1964.T
20260831,1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1965.T
20260831,1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1966.T
20260831,1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1967.T
20260831,1968,太平電業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1968.T
20260831,1969,高砂熱学工業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400,1969.T
20260831,1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1972.T
20260831,1975,朝日工業社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1975.T
20260831,1976,明星工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1976.T
20260831,1979,大氣社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1979.T
20260831,1980,ダイダン,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1,1980.T
20260831,1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1981.T
20260831,1982,日比谷総合設備,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,1982.T
20260831,1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1992.T
20260831,1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1994.T
20260831,1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-,1997.T
20260831,2001,ニップン,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2001.T
20260831,2002,日清製粉グループ本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2002.T
20260831,2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2003.T
20260831,2004,昭和産業,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2004.T
20260831,2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2009.T
20260831,2053,中部飼料,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2053.T
20260831,2055,日和産業,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2055.T
20260831,2060,フィード・ワン,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2060.T
20260831,2108,日本甜菜製糖,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2108.T
20260831,2109,ＤＭ三井製糖,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2109.T
20260831,2112,塩水港精糖,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2112.T
20260831,2114,フジ日本,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2114.T
20260831,2117,ウェルネオシュガー,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2117.T
20260831,2120,ＬＩＦＵＬＬ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2120.T
20260831,2121,ＭＩＸＩ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1,2121.T
20260831,2122,インタースペース,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2122.T
20260831,2124,ジェイエイシーリクルートメント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2124.T
20260831,2127,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400,2127.T
20260831,2130,メンバーズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2130.T
20260831,2134,北浜キャピタルパートナーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2134.T
20260831,2136,ヒップ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2136.T
20260831,2138,クルーズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2138.T
20260831,2139,中広,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2139.T
20260831,2146,ＵＴグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2146.T
20260831,2148,アイティメディア,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2148.T
20260831,2152,幼児活動研究会,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2152.T
20260831,2153,Ｅ・Ｊホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2153.T
20260831,2154,オープンアップグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2154.T
20260831,2156,セーラー広告,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2156.T
20260831,2157,コシダカホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2157.T
20260831,2158,ＦＲＯＮＴＥＯ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2158.T
20260831,2160,ジーエヌアイグループ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-,2160.T
20260831,2163,アルトナー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2163.T
20260831,2164,地域新聞社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2164.T
20260831,2168,パソナグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2168.T
20260831,2169,ＣＤＳ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2169.T
20260831,2170,リンクアンドモチベーション,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2170.T
20260831,2173,博展,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2173.T
20260831,2175,エス・エム・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1,2175.T
20260831,2179,成学社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2179.T
20260831,2180,サニーサイドアップグループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2180.T
20260831,2181,パーソルホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400,2181.T
20260831,2183,リニカル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2183.T
20260831,2185,シイエム・シイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2185.T
20260831,2186,ソーバル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2186.T
20260831,2193,クックパッド,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2193.T
20260831,2195,アミタホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2195.T
20260831,2198,アイ・ケイ・ケイホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2198.T
20260831,2201,森永製菓,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2201.T
20260831,2204,中村屋,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2204.T
20260831,2206,江崎グリコ,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2206.T
20260831,2207,ｍｅｉｔｏ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2207.T
20260831,2208,ブルボン,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2208.T
20260831,2209,井村屋グループ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2209.T
20260831,2211,不二家,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2211.T
20260831,2212,山崎製パン,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2212.T
20260831,2215,第一屋製パン,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2215.T
20260831,2216,カンロ,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2216.T
20260831,2217,モロゾフ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2217.T
20260831,2220,亀田製菓,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2220.T
20260831,2221,岩塚製菓,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2221.T
20260831,2222,寿スピリッツ,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2222.T
20260831,2224,コモ,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2224.T
20260831,2226,湖池屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2226.T
20260831,2229,カルビー,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2229.T
20260831,2264,森永乳業,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2264.T
20260831,2266,六甲バター,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2266.T
20260831,2267,ヤクルト本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2267.T
20260831,2268,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2268.T
20260831,2269,明治ホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2269.T
20260831,2270,雪印メグミルク,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2270.T
20260831,2281,プリマハム,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2281.T
20260831,2282,日本ハム,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400,2282.T
20260831,2286,林兼産業,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2286.T
20260831,2288,丸大食品,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2288.T
20260831,2291,福留ハム,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2291.T
20260831,2292,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2292.T
20260831,2293,滝沢ハム,スタンダード（内国株式）,3050,食料品,1,食品,-,-,2293.T
20260831,2294,柿安本店,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2,2294.T
20260831,2296,伊藤ハム米久ホールディングス,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1,2296.T
20260831,2300,きょくとう,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2300.T
20260831,2301,学情,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2301.T
20260831,2303,ドーン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2303.T
20260831,2304,ＣＳＳホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2304.T
20260831,2305,スタジオアリス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2305.T
20260831,2307,クロスキャット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2,2307.T
20260831,2311,エプコ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2311.T
20260831,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2315.T
20260831,2317,システナ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1,2317.T
20260831,2321,ソフトフロントホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2321.T
20260831,2323,ｆｏｎｆｕｎ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2323.T
20260831,2325,ＮＪＳ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2,2325.T
20260831,2326,デジタルアーツ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1,2326.T
20260831,2327,日鉄ソリューションズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400,2327.T
20260831,2329,東北新社,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2329.T
20260831,2330,フォーサイド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2330.T
20260831,2331,ＡＬＳＯＫ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400,2331.T
20260831,2332,クエスト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-,2332.T
20260831,2334,イオレ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-,2334.T
