日付,code,name,market,33業種コード,sector,17業種コード,17業種区分,規模コード,規模区分,ticker
20260831,6330,東洋エンジニアリング,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2,6330.T
20260831,6331,三菱化工機,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1,6331.T
20260831,6332,月島ホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1,6332.T
20260831,6333,ＴＥＩＫＯＫＵ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2,6333.T
20260831,6334,明治機械,スタンダード（内国株式）,3600,機械,8,機械,-,-,6334.T
20260831,6335,東京機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-,6335.T
20260831,6336,石井表記,スタンダード（内国株式）,3600,機械,8,機械,-,-,6336.T
20260831,6337,テセック,スタンダード（内国株式）,3600,機械,8,機械,-,-,6337.T
20260831,6338,タカトリ,スタンダード（内国株式）,3600,機械,8,機械,-,-,6338.T
20260831,6339,新東工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2,6339.T
20260831,6340,澁谷工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2,6340.T
20260831,6342,太平製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-,6342.T
20260831,6343,フリージア・マクロス,スタンダード（内国株式）,3600,機械,8,機械,-,-,6343.T
